crop_id,crop_file_sha256,crop_pixel_sha256,landmark_id,pass_number,operator,segment_id,sequence_index,x_px,y_px,local_stroke_width_px,source_feature,operator_note,timestamp_utc
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-GC-Y0,1,Salah-Eddin Gherbi,S05,10,1304.67460505,788.656094248,2,printed curve labelled y=0 (x-axis),solid front-side run started near the spiral; stopped before great circle projection of x = 1 or stopped before the curve between UCLL and UCLR nodes,2026-07-31T20:11:49Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-GC-Y0,1,Salah-Eddin Gherbi,S05,11,1306.50706325,792.015600938,2,printed curve labelled y=0 (x-axis),solid front-side run started near the spiral; stopped before great circle projection of x = 1 or stopped before the curve between UCLL and UCLR nodes,2026-07-31T20:11:49Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-GC-Y0,1,Salah-Eddin Gherbi,S05,12,1309.10304569,797.360270672,2,printed curve labelled y=0 (x-axis),solid front-side run started near the spiral; stopped before great circle projection of x = 1 or stopped before the curve between UCLL and UCLR nodes,2026-07-31T20:11:49Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-GC-Y0,1,Salah-Eddin Gherbi,S05,13,1311.39361843,800.872482212,2,printed curve labelled y=0 (x-axis),solid front-side run started near the spiral; stopped before great circle projection of x = 1 or stopped before the curve between UCLL and UCLR nodes,2026-07-31T20:11:49Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-GC-Y0,1,Salah-Eddin Gherbi,S05,14,1313.37878148,804.8428083,2,printed curve labelled y=0 (x-axis),solid front-side run started near the spiral; stopped before great circle projection of x = 1 or stopped before the curve between UCLL and UCLR nodes,2026-07-31T20:11:49Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-GC-Y0,1,Salah-Eddin Gherbi,S05,15,1316.28017362,809.882068335,2,printed curve labelled y=0 (x-axis),solid front-side run started near the spiral; stopped before great circle projection of x = 1 or stopped before the curve between UCLL and UCLR nodes,2026-07-31T20:11:49Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-GC-Y0,1,Salah-Eddin Gherbi,S05,16,1318.87615606,813.088870176,2,printed curve labelled y=0 (x-axis),solid front-side run started near the spiral; stopped before great circle projection of x = 1 or stopped before the curve between UCLL and UCLR nodes,2026-07-31T20:11:49Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-GC-Y0,1,Salah-Eddin Gherbi,S05,17,1321.01402396,817.059196264,2,printed curve labelled y=0 (x-axis),solid front-side run started near the spiral; stopped before great circle projection of x = 1 or stopped before the curve between UCLL and UCLR nodes,2026-07-31T20:11:49Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-GC-Y0,1,Salah-Eddin Gherbi,S05,18,1322.6937773,820.418702954,2,printed curve labelled y=0 (x-axis),solid front-side run started near the spiral; stopped before great circle projection of x = 1 or stopped before the curve between UCLL and UCLR nodes,2026-07-31T20:11:49Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-GC-Y0,1,Salah-Eddin Gherbi,S05,19,1325.13705489,824.236324193,2,printed curve labelled y=0 (x-axis),solid front-side run started near the spiral; stopped before great circle projection of x = 1 or stopped before the curve between UCLL and UCLR nodes,2026-07-31T20:11:49Z
